,Well,Fluor,Target,Content,Sample,Biological Set Name,Cq,Cq Mean,Cq Std. Dev,Starting Quantity (SQ),Log Starting Quantity,SQ Mean,SQ Std. Dev,Set Point,Well Note
,A01,SYBR,Cg_cGAS (SR IDs: 1826/7),Unkn-01,270,,28.7181718312392,28.6027960576961,0.128338173959982,NaN,NaN,NaN,NaN,60,
,A02,SYBR,Cg_cGAS (SR IDs: 1826/7),Unkn-01,270,,28.4645661939506,28.6027960576961,0.128338173959982,NaN,NaN,NaN,NaN,60,
,A03,SYBR,Cg_cGAS (SR IDs: 1826/7),Unkn-01,270,,28.6256501478985,28.6027960576961,0.128338173959982,NaN,NaN,NaN,NaN,60,
,A04,SYBR,Cg_cGAS (SR IDs: 1826/7),Unkn-02,271,,28.1354428071945,28.0823463992848,0.0466375675343376,NaN,NaN,NaN,NaN,60,
,A05,SYBR,Cg_cGAS (SR IDs: 1826/7),Unkn-02,271,,28.0480109425515,28.0823463992848,0.0466375675343376,NaN,NaN,NaN,NaN,60,
,A06,SYBR,Cg_cGAS (SR IDs: 1826/7),Unkn-02,271,,28.0635854481083,28.0823463992848,0.0466375675343376,NaN,NaN,NaN,NaN,60,
,A07,SYBR,Cg_cGAS (SR IDs: 1826/7),Unkn-03,272,,28.3147452370705,28.2655044565431,0.0438322357563334,NaN,NaN,NaN,NaN,60,
,A08,SYBR,Cg_cGAS (SR IDs: 1826/7),Unkn-03,272,,28.230746313018,28.2655044565431,0.0438322357563334,NaN,NaN,NaN,NaN,60,
,A09,SYBR,Cg_cGAS (SR IDs: 1826/7),Unkn-03,272,,28.2510218195409,28.2655044565431,0.0438322357563334,NaN,NaN,NaN,NaN,60,
,A10,SYBR,Cg_cGAS (SR IDs: 1826/7),Unkn-04,273,,28.0966680983983,28.1207823699974,0.105619884617581,NaN,NaN,NaN,NaN,60,
,A11,SYBR,Cg_cGAS (SR IDs: 1826/7),Unkn-04,273,,28.0293047944409,28.1207823699974,0.105619884617581,NaN,NaN,NaN,NaN,60,
,A12,SYBR,Cg_cGAS (SR IDs: 1826/7),Unkn-04,273,,28.2363742171529,28.1207823699974,0.105619884617581,NaN,NaN,NaN,NaN,60,
,B01,SYBR,Cg_cGAS (SR IDs: 1826/7),Unkn-05,275,,27.9689353535525,27.796004694929,0.150736065815648,NaN,NaN,NaN,NaN,60,
,B02,SYBR,Cg_cGAS (SR IDs: 1826/7),Unkn-05,275,,27.6924337519591,27.796004694929,0.150736065815648,NaN,NaN,NaN,NaN,60,
,B03,SYBR,Cg_cGAS (SR IDs: 1826/7),Unkn-05,275,,27.7266449792756,27.796004694929,0.150736065815648,NaN,NaN,NaN,NaN,60,
,B04,SYBR,Cg_cGAS (SR IDs: 1826/7),Unkn-06,276,,28.782321192341,28.5939982917273,0.18383934771908,NaN,NaN,NaN,NaN,60,
,B05,SYBR,Cg_cGAS (SR IDs: 1826/7),Unkn-06,276,,28.5846765113757,28.5939982917273,0.18383934771908,NaN,NaN,NaN,NaN,60,
,B06,SYBR,Cg_cGAS (SR IDs: 1826/7),Unkn-06,276,,28.4149971714653,28.5939982917273,0.18383934771908,NaN,NaN,NaN,NaN,60,
,B07,SYBR,Cg_cGAS (SR IDs: 1826/7),Unkn-07,277,,29.2642934006106,29.2897216990561,0.0610803171175234,NaN,NaN,NaN,NaN,60,
,B08,SYBR,Cg_cGAS (SR IDs: 1826/7),Unkn-07,277,,29.2454634306734,29.2897216990561,0.0610803171175234,NaN,NaN,NaN,NaN,60,
,B09,SYBR,Cg_cGAS (SR IDs: 1826/7),Unkn-07,277,,29.3594082658842,29.2897216990561,0.0610803171175234,NaN,NaN,NaN,NaN,60,
,B10,SYBR,Cg_cGAS (SR IDs: 1826/7),Unkn-08,279,,28.3236407782256,28.3221289655516,0.0161215561875117,NaN,NaN,NaN,NaN,60,
,B11,SYBR,Cg_cGAS (SR IDs: 1826/7),Unkn-08,279,,28.3053047552986,28.3221289655516,0.0161215561875117,NaN,NaN,NaN,NaN,60,
,B12,SYBR,Cg_cGAS (SR IDs: 1826/7),Unkn-08,279,,28.3374413631306,28.3221289655516,0.0161215561875117,NaN,NaN,NaN,NaN,60,
,C01,SYBR,Cg_cGAS (SR IDs: 1826/7),Unkn-09,280,,29.2252727962932,29.2899765887348,0.099045027099729,NaN,NaN,NaN,NaN,60,
,C02,SYBR,Cg_cGAS (SR IDs: 1826/7),Unkn-09,280,,29.4039984416468,29.2899765887348,0.099045027099729,NaN,NaN,NaN,NaN,60,
,C03,SYBR,Cg_cGAS (SR IDs: 1826/7),Unkn-09,280,,29.2406585282645,29.2899765887348,0.099045027099729,NaN,NaN,NaN,NaN,60,
,C04,SYBR,Cg_cGAS (SR IDs: 1826/7),Unkn-10,287,,28.223249683585,28.2164785191026,0.00591498702590346,NaN,NaN,NaN,NaN,60,
,C05,SYBR,Cg_cGAS (SR IDs: 1826/7),Unkn-10,287,,28.2138679014932,28.2164785191026,0.00591498702590346,NaN,NaN,NaN,NaN,60,
,C06,SYBR,Cg_cGAS (SR IDs: 1826/7),Unkn-10,287,,28.2123179722295,28.2164785191026,0.00591498702590346,NaN,NaN,NaN,NaN,60,
,C07,SYBR,Cg_cGAS (SR IDs: 1826/7),Unkn-11,290,,27.7108616509797,27.7895970172089,0.0908231918039156,NaN,NaN,NaN,NaN,60,
,C08,SYBR,Cg_cGAS (SR IDs: 1826/7),Unkn-11,290,,27.7689696276257,27.7895970172089,0.0908231918039156,NaN,NaN,NaN,NaN,60,
,C09,SYBR,Cg_cGAS (SR IDs: 1826/7),Unkn-11,290,,27.8889597730213,27.7895970172089,0.0908231918039156,NaN,NaN,NaN,NaN,60,
,C10,SYBR,Cg_cGAS (SR IDs: 1826/7),Unkn-12,291,,30.9102049586811,30.9298803287324,0.0862775345748028,NaN,NaN,NaN,NaN,60,
,C11,SYBR,Cg_cGAS (SR IDs: 1826/7),Unkn-12,291,,30.8551398083366,30.9298803287324,0.0862775345748028,NaN,NaN,NaN,NaN,60,
,C12,SYBR,Cg_cGAS (SR IDs: 1826/7),Unkn-12,291,,31.0242962191795,30.9298803287324,0.0862775345748028,NaN,NaN,NaN,NaN,60,
,D01,SYBR,Cg_cGAS (SR IDs: 1826/7),Unkn-13,293,,30.2607940567107,30.2698097920512,0.111493557949542,NaN,NaN,NaN,NaN,60,
,D02,SYBR,Cg_cGAS (SR IDs: 1826/7),Unkn-13,293,,30.1630978285247,30.2698097920512,0.111493557949542,NaN,NaN,NaN,NaN,60,
,D03,SYBR,Cg_cGAS (SR IDs: 1826/7),Unkn-13,293,,30.3855374909183,30.2698097920512,0.111493557949542,NaN,NaN,NaN,NaN,60,
,D04,SYBR,Cg_cGAS (SR IDs: 1826/7),Unkn-14,294,,28.5701931615853,28.4481153497753,0.114881279709862,NaN,NaN,NaN,NaN,60,
,D05,SYBR,Cg_cGAS (SR IDs: 1826/7),Unkn-14,294,,28.432026019236,28.4481153497753,0.114881279709862,NaN,NaN,NaN,NaN,60,
,D06,SYBR,Cg_cGAS (SR IDs: 1826/7),Unkn-14,294,,28.3421268685048,28.4481153497753,0.114881279709862,NaN,NaN,NaN,NaN,60,
,D07,SYBR,Cg_cGAS (SR IDs: 1826/7),Unkn-15,295,,28.0517396737645,28.0956408056673,0.0380972908753253,NaN,NaN,NaN,NaN,60,
,D08,SYBR,Cg_cGAS (SR IDs: 1826/7),Unkn-15,295,,28.1151579511281,28.0956408056673,0.0380972908753253,NaN,NaN,NaN,NaN,60,
,D09,SYBR,Cg_cGAS (SR IDs: 1826/7),Unkn-15,295,,28.1200247921092,28.0956408056673,0.0380972908753253,NaN,NaN,NaN,NaN,60,
,D10,SYBR,Cg_cGAS (SR IDs: 1826/7),Unkn-16,297,,28.3983091975463,28.3979577610687,0.0715017847470052,NaN,NaN,NaN,NaN,60,
,D11,SYBR,Cg_cGAS (SR IDs: 1826/7),Unkn-16,297,,28.469283179823,28.3979577610687,0.0715017847470052,NaN,NaN,NaN,NaN,60,
,D12,SYBR,Cg_cGAS (SR IDs: 1826/7),Unkn-16,297,,28.3262809058368,28.3979577610687,0.0715017847470052,NaN,NaN,NaN,NaN,60,
,E01,SYBR,Cg_cGAS (SR IDs: 1826/7),Unkn-17,301,,27.5232039702806,27.5044518854837,0.0184332365947216,NaN,NaN,NaN,NaN,60,
,E02,SYBR,Cg_cGAS (SR IDs: 1826/7),Unkn-17,301,,27.5037967202308,27.5044518854837,0.0184332365947216,NaN,NaN,NaN,NaN,60,
,E03,SYBR,Cg_cGAS (SR IDs: 1826/7),Unkn-17,301,,27.4863549659399,27.5044518854837,0.0184332365947216,NaN,NaN,NaN,NaN,60,
,E04,SYBR,Cg_cGAS (SR IDs: 1826/7),Unkn-18,302,,28.9994327601771,28.999640560339,0.117600857711255,NaN,NaN,NaN,NaN,60,
,E05,SYBR,Cg_cGAS (SR IDs: 1826/7),Unkn-18,302,,29.1173451804378,28.999640560339,0.117600857711255,NaN,NaN,NaN,NaN,60,
,E06,SYBR,Cg_cGAS (SR IDs: 1826/7),Unkn-18,302,,28.8821437404019,28.999640560339,0.117600857711255,NaN,NaN,NaN,NaN,60,
,E07,SYBR,Cg_cGAS (SR IDs: 1826/7),Unkn-19,306,,28.0828023013757,28.0866849501752,0.00336474164691767,NaN,NaN,NaN,NaN,60,
,E08,SYBR,Cg_cGAS (SR IDs: 1826/7),Unkn-19,306,,28.0885027226606,28.0866849501752,0.00336474164691767,NaN,NaN,NaN,NaN,60,
,E09,SYBR,Cg_cGAS (SR IDs: 1826/7),Unkn-19,306,,28.0887498264892,28.0866849501752,0.00336474164691767,NaN,NaN,NaN,NaN,60,
,E10,SYBR,Cg_cGAS (SR IDs: 1826/7),Unkn-20,310,,28.4407602000559,28.4850125348362,0.0397893534019478,NaN,NaN,NaN,NaN,60,
,E11,SYBR,Cg_cGAS (SR IDs: 1826/7),Unkn-20,310,,28.496438665123,28.4850125348362,0.0397893534019478,NaN,NaN,NaN,NaN,60,
,E12,SYBR,Cg_cGAS (SR IDs: 1826/7),Unkn-20,310,,28.5178387393297,28.4850125348362,0.0397893534019478,NaN,NaN,NaN,NaN,60,
,F01,SYBR,Cg_cGAS (SR IDs: 1826/7),Unkn-21,311,,29.1150334693293,29.1261088764183,0.0181412894524772,NaN,NaN,NaN,NaN,60,
,F02,SYBR,Cg_cGAS (SR IDs: 1826/7),Unkn-21,311,,29.11624827157,29.1261088764183,0.0181412894524772,NaN,NaN,NaN,NaN,60,
,F03,SYBR,Cg_cGAS (SR IDs: 1826/7),Unkn-21,311,,29.1470448883556,29.1261088764183,0.0181412894524772,NaN,NaN,NaN,NaN,60,
,F04,SYBR,Cg_cGAS (SR IDs: 1826/7),Unkn-22,316,,26.4293206028127,26.3348498398714,0.0879304919788387,NaN,NaN,NaN,NaN,60,
,F05,SYBR,Cg_cGAS (SR IDs: 1826/7),Unkn-22,316,,26.2553929185305,26.3348498398714,0.0879304919788387,NaN,NaN,NaN,NaN,60,
,F06,SYBR,Cg_cGAS (SR IDs: 1826/7),Unkn-22,316,,26.319835998271,26.3348498398714,0.0879304919788387,NaN,NaN,NaN,NaN,60,
,F07,SYBR,Cg_cGAS (SR IDs: 1826/7),Unkn-23,317,,28.998925264693,28.9341491907914,0.0601905656505675,NaN,NaN,NaN,NaN,60,
,F08,SYBR,Cg_cGAS (SR IDs: 1826/7),Unkn-23,317,,28.8799448897067,28.9341491907914,0.0601905656505675,NaN,NaN,NaN,NaN,60,
,F09,SYBR,Cg_cGAS (SR IDs: 1826/7),Unkn-23,317,,28.9235774179745,28.9341491907914,0.0601905656505675,NaN,NaN,NaN,NaN,60,
,F10,SYBR,Cg_cGAS (SR IDs: 1826/7),Unkn-24,318,,28.0715937688777,27.9968398234336,0.139771458345776,NaN,NaN,NaN,NaN,60,
,F11,SYBR,Cg_cGAS (SR IDs: 1826/7),Unkn-24,318,,27.8355881305362,27.9968398234336,0.139771458345776,NaN,NaN,NaN,NaN,60,
,F12,SYBR,Cg_cGAS (SR IDs: 1826/7),Unkn-24,318,,28.0833375708868,27.9968398234336,0.139771458345776,NaN,NaN,NaN,NaN,60,
,G01,SYBR,Cg_cGAS (SR IDs: 1826/7),Unkn-25,324,,27.4203043117061,27.5725821547479,0.133045827812935,NaN,NaN,NaN,NaN,60,
,G02,SYBR,Cg_cGAS (SR IDs: 1826/7),Unkn-25,324,,27.6311203323262,27.5725821547479,0.133045827812935,NaN,NaN,NaN,NaN,60,
,G03,SYBR,Cg_cGAS (SR IDs: 1826/7),Unkn-25,324,,27.6663218202113,27.5725821547479,0.133045827812935,NaN,NaN,NaN,NaN,60,
,G04,SYBR,Cg_cGAS (SR IDs: 1826/7),Unkn-26,326,,29.3878829095041,29.3389490293594,0.101793124985975,NaN,NaN,NaN,NaN,60,
,G05,SYBR,Cg_cGAS (SR IDs: 1826/7),Unkn-26,326,,29.2219296888595,29.3389490293594,0.101793124985975,NaN,NaN,NaN,NaN,60,
,G06,SYBR,Cg_cGAS (SR IDs: 1826/7),Unkn-26,326,,29.4070344897145,29.3389490293594,0.101793124985975,NaN,NaN,NaN,NaN,60,
,G07,SYBR,Cg_cGAS (SR IDs: 1826/7),Unkn-27,334,,28.5415286578057,28.5101005914633,0.0762180659537292,NaN,NaN,NaN,NaN,60,
,G08,SYBR,Cg_cGAS (SR IDs: 1826/7),Unkn-27,334,,28.4231938545774,28.5101005914633,0.0762180659537292,NaN,NaN,NaN,NaN,60,
,G09,SYBR,Cg_cGAS (SR IDs: 1826/7),Unkn-27,334,,28.5655792620069,28.5101005914633,0.0762180659537292,NaN,NaN,NaN,NaN,60,
,G10,SYBR,Cg_cGAS (SR IDs: 1826/7),Unkn-28,341,,28.2396009033968,28.2676078627997,0.104867938932182,NaN,NaN,NaN,NaN,60,
,G11,SYBR,Cg_cGAS (SR IDs: 1826/7),Unkn-28,341,,28.1795868734526,28.2676078627997,0.104867938932182,NaN,NaN,NaN,NaN,60,
,G12,SYBR,Cg_cGAS (SR IDs: 1826/7),Unkn-28,341,,28.3836358115497,28.2676078627997,0.104867938932182,NaN,NaN,NaN,NaN,60,
,H01,SYBR,Cg_cGAS (SR IDs: 1826/7),Unkn-29,343,,27.5492355738178,27.6063789813189,0.0538733616968544,NaN,NaN,NaN,NaN,60,
,H02,SYBR,Cg_cGAS (SR IDs: 1826/7),Unkn-29,343,,27.6136595522933,27.6063789813189,0.0538733616968544,NaN,NaN,NaN,NaN,60,
,H03,SYBR,Cg_cGAS (SR IDs: 1826/7),Unkn-29,343,,27.6562418178457,27.6063789813189,0.0538733616968544,NaN,NaN,NaN,NaN,60,
,H04,SYBR,Cg_cGAS (SR IDs: 1826/7),Unkn-30,344,,28.3679672594324,28.2945122730362,0.0658176563241387,NaN,NaN,NaN,NaN,60,
,H05,SYBR,Cg_cGAS (SR IDs: 1826/7),Unkn-30,344,,28.2746737589118,28.2945122730362,0.0658176563241387,NaN,NaN,NaN,NaN,60,
,H06,SYBR,Cg_cGAS (SR IDs: 1826/7),Unkn-30,344,,28.2408958007644,28.2945122730362,0.0658176563241387,NaN,NaN,NaN,NaN,60,
,H07,SYBR,Cg_cGAS (SR IDs: 1826/7),Unkn-31,346,,28.1361666437354,28.0794264521346,0.0492094609928014,NaN,NaN,NaN,NaN,60,
,H08,SYBR,Cg_cGAS (SR IDs: 1826/7),Unkn-31,346,,28.0536990905296,28.0794264521346,0.0492094609928014,NaN,NaN,NaN,NaN,60,
,H09,SYBR,Cg_cGAS (SR IDs: 1826/7),Unkn-31,346,,28.0484136221388,28.0794264521346,0.0492094609928014,NaN,NaN,NaN,NaN,60,
,H10,SYBR,Cg_cGAS (SR IDs: 1826/7),Unkn-32,349,,28.4737531542843,28.4952749975879,0.0660300873441448,NaN,NaN,NaN,NaN,60,
,H11,SYBR,Cg_cGAS (SR IDs: 1826/7),Unkn-32,349,,28.5693808490311,28.4952749975879,0.0660300873441448,NaN,NaN,NaN,NaN,60,
,H12,SYBR,Cg_cGAS (SR IDs: 1826/7),Unkn-32,349,,28.4426909894482,28.4952749975879,0.0660300873441448,NaN,NaN,NaN,NaN,60,
