,Well,Fluor,Target,Content,Sample,Biological Set Name,Cq,Cq Mean,Cq Std. Dev,Starting Quantity (SQ),Log Starting Quantity,SQ Mean,SQ Std. Dev,Set Point,Well Note
,A01,SYBR,VIPERIN,Unkn-01,12,,33.1392728253898,32.749782629976,0.444461833907452,NaN,NaN,NaN,NaN,60,
,A02,SYBR,VIPERIN,Unkn-01,12,,32.2656081582281,32.749782629976,0.444461833907452,NaN,NaN,NaN,NaN,60,
,A03,SYBR,VIPERIN,Unkn-01,12,,32.84446690631,32.749782629976,0.444461833907452,NaN,NaN,NaN,NaN,60,
,A04,SYBR,VIPERIN,Unkn-02,14,,NaN,0,0,NaN,NaN,0,0,60,
,A05,SYBR,VIPERIN,Unkn-02,14,,NaN,0,0,NaN,NaN,0,0,60,
,A06,SYBR,VIPERIN,Unkn-02,14,,NaN,0,0,NaN,NaN,0,0,60,
,A07,SYBR,VIPERIN,Unkn-03,15,,28.6638945956176,28.7755226176021,0.195007121780519,NaN,NaN,NaN,NaN,60,
,A08,SYBR,VIPERIN,Unkn-03,15,,29.0006947287135,28.7755226176021,0.195007121780519,NaN,NaN,NaN,NaN,60,
,A09,SYBR,VIPERIN,Unkn-03,15,,28.661978528475,28.7755226176021,0.195007121780519,NaN,NaN,NaN,NaN,60,
,A10,SYBR,VIPERIN,Unkn-04,18,,30.2228633637199,32.5020004367807,2.58134507359537,NaN,NaN,NaN,NaN,60,
,A11,SYBR,VIPERIN,Unkn-04,18,,31.9779905890367,32.5020004367807,2.58134507359537,NaN,NaN,NaN,NaN,60,
,A12,SYBR,VIPERIN,Unkn-04,18,,35.3051473575855,32.5020004367807,2.58134507359537,NaN,NaN,NaN,NaN,60,
,B01,SYBR,VIPERIN,Unkn-05,19,,30.3537224514,30.2701672803206,0.0971393046912596,NaN,NaN,NaN,NaN,60,
,B02,SYBR,VIPERIN,Unkn-05,19,,30.2931966739986,30.2701672803206,0.0971393046912596,NaN,NaN,NaN,NaN,60,
,B03,SYBR,VIPERIN,Unkn-05,19,,30.1635827155632,30.2701672803206,0.0971393046912596,NaN,NaN,NaN,NaN,60,
,B04,SYBR,VIPERIN,Unkn-06,24,,33.558227487899,33.4213295960753,0.128742154077831,NaN,NaN,NaN,NaN,60,
,B05,SYBR,VIPERIN,Unkn-06,24,,33.3026933245994,33.4213295960753,0.128742154077831,NaN,NaN,NaN,NaN,60,
,B06,SYBR,VIPERIN,Unkn-06,24,,33.4030679757276,33.4213295960753,0.128742154077831,NaN,NaN,NaN,NaN,60,
,B07,SYBR,VIPERIN,Unkn-07,25,,36.4947227761675,35.7784371090739,0.654063425007403,NaN,NaN,NaN,NaN,60,
,B08,SYBR,VIPERIN,Unkn-07,25,,35.6276589211872,35.7784371090739,0.654063425007403,NaN,NaN,NaN,NaN,60,
,B09,SYBR,VIPERIN,Unkn-07,25,,35.2129296298672,35.7784371090739,0.654063425007403,NaN,NaN,NaN,NaN,60,
,B10,SYBR,VIPERIN,Unkn-08,29,,NaN,0,0,NaN,NaN,0,0,60,
,B11,SYBR,VIPERIN,Unkn-08,29,,NaN,0,0,NaN,NaN,0,0,60,
,B12,SYBR,VIPERIN,Unkn-08,29,,NaN,0,0,NaN,NaN,0,0,60,
,C01,SYBR,VIPERIN,Unkn-09,39,,29.2663466988625,29.4605234558827,0.289139821178632,NaN,NaN,NaN,NaN,60,
,C02,SYBR,VIPERIN,Unkn-09,39,,29.79282105289,29.4605234558827,0.289139821178632,NaN,NaN,NaN,NaN,60,
,C03,SYBR,VIPERIN,Unkn-09,39,,29.3224026158956,29.4605234558827,0.289139821178632,NaN,NaN,NaN,NaN,60,
