,Well,Fluor,Target,Content,Sample,Biological Set Name,Cq,Cq Mean,Cq Std. Dev,Starting Quantity (SQ),Log Starting Quantity,SQ Mean,SQ Std. Dev,Set Point,Well Note
,A01,SYBR,Cg_cGAS (SR IDs: 1826/7),Unkn-01,201,,28.4158560077663,28.3049764627838,0.116461071482605,NaN,NaN,NaN,NaN,60,
,A02,SYBR,Cg_cGAS (SR IDs: 1826/7),Unkn-01,201,,28.1836392241104,28.3049764627838,0.116461071482605,NaN,NaN,NaN,NaN,60,
,A03,SYBR,Cg_cGAS (SR IDs: 1826/7),Unkn-01,201,,28.3154341564746,28.3049764627838,0.116461071482605,NaN,NaN,NaN,NaN,60,
,A04,SYBR,Cg_cGAS (SR IDs: 1826/7),Unkn-02,202,,28.1682449365074,28.081399909012,0.0802468530288248,NaN,NaN,NaN,NaN,60,
,A05,SYBR,Cg_cGAS (SR IDs: 1826/7),Unkn-02,202,,28.0659597704408,28.081399909012,0.0802468530288248,NaN,NaN,NaN,NaN,60,
,A06,SYBR,Cg_cGAS (SR IDs: 1826/7),Unkn-02,202,,28.0099950200877,28.081399909012,0.0802468530288248,NaN,NaN,NaN,NaN,60,
,A07,SYBR,Cg_cGAS (SR IDs: 1826/7),Unkn-03,203,,28.24913661502,28.3239798225193,0.0882254466376948,NaN,NaN,NaN,NaN,60,
,A08,SYBR,Cg_cGAS (SR IDs: 1826/7),Unkn-03,203,,28.3015466006252,28.3239798225193,0.0882254466376948,NaN,NaN,NaN,NaN,60,
,A09,SYBR,Cg_cGAS (SR IDs: 1826/7),Unkn-03,203,,28.4212562519126,28.3239798225193,0.0882254466376948,NaN,NaN,NaN,NaN,60,
,A10,SYBR,Cg_cGAS (SR IDs: 1826/7),Unkn-04,204,,28.1832607164675,28.2286563271108,0.0836624243243394,NaN,NaN,NaN,NaN,60,
,A11,SYBR,Cg_cGAS (SR IDs: 1826/7),Unkn-04,204,,28.1775040806751,28.2286563271108,0.0836624243243394,NaN,NaN,NaN,NaN,60,
,A12,SYBR,Cg_cGAS (SR IDs: 1826/7),Unkn-04,204,,28.3252041841899,28.2286563271108,0.0836624243243394,NaN,NaN,NaN,NaN,60,
,B01,SYBR,Cg_cGAS (SR IDs: 1826/7),Unkn-05,205,,29.2408390765358,29.0918501252651,0.13373659534504,NaN,NaN,NaN,NaN,60,
,B02,SYBR,Cg_cGAS (SR IDs: 1826/7),Unkn-05,205,,28.982181849239,29.0918501252651,0.13373659534504,NaN,NaN,NaN,NaN,60,
,B03,SYBR,Cg_cGAS (SR IDs: 1826/7),Unkn-05,205,,29.0525294500205,29.0918501252651,0.13373659534504,NaN,NaN,NaN,NaN,60,
,B04,SYBR,Cg_cGAS (SR IDs: 1826/7),Unkn-06,207,,28.2673545150866,28.1261166040883,0.126055122268949,NaN,NaN,NaN,NaN,60,
,B05,SYBR,Cg_cGAS (SR IDs: 1826/7),Unkn-06,207,,28.0250217036018,28.1261166040883,0.126055122268949,NaN,NaN,NaN,NaN,60,
,B06,SYBR,Cg_cGAS (SR IDs: 1826/7),Unkn-06,207,,28.0859735935766,28.1261166040883,0.126055122268949,NaN,NaN,NaN,NaN,60,
,B07,SYBR,Cg_cGAS (SR IDs: 1826/7),Unkn-07,208,,28.1547742547745,28.1306354396254,0.0670954312525587,NaN,NaN,NaN,NaN,60,
,B08,SYBR,Cg_cGAS (SR IDs: 1826/7),Unkn-07,208,,28.0548103648725,28.1306354396254,0.0670954312525587,NaN,NaN,NaN,NaN,60,
,B09,SYBR,Cg_cGAS (SR IDs: 1826/7),Unkn-07,208,,28.1823216992293,28.1306354396254,0.0670954312525587,NaN,NaN,NaN,NaN,60,
,B10,SYBR,Cg_cGAS (SR IDs: 1826/7),Unkn-08,209,,30.3840609301662,30.410843288356,0.0509321396931457,NaN,NaN,NaN,NaN,60,
,B11,SYBR,Cg_cGAS (SR IDs: 1826/7),Unkn-08,209,,30.3788900982186,30.410843288356,0.0509321396931457,NaN,NaN,NaN,NaN,60,
,B12,SYBR,Cg_cGAS (SR IDs: 1826/7),Unkn-08,209,,30.4695788366831,30.410843288356,0.0509321396931457,NaN,NaN,NaN,NaN,60,
,C01,SYBR,Cg_cGAS (SR IDs: 1826/7),Unkn-09,213,,32.0632608158057,32.0562108428328,0.00914687855960209,NaN,NaN,NaN,NaN,60,
,C02,SYBR,Cg_cGAS (SR IDs: 1826/7),Unkn-09,213,,32.0594967886023,32.0562108428328,0.00914687855960209,NaN,NaN,NaN,NaN,60,
,C03,SYBR,Cg_cGAS (SR IDs: 1826/7),Unkn-09,213,,32.0458749240904,32.0562108428328,0.00914687855960209,NaN,NaN,NaN,NaN,60,
,C04,SYBR,Cg_cGAS (SR IDs: 1826/7),Unkn-10,214,,30.3575980188537,30.258882144677,0.0857930772048077,NaN,NaN,NaN,NaN,60,
,C05,SYBR,Cg_cGAS (SR IDs: 1826/7),Unkn-10,214,,30.2023246079181,30.258882144677,0.0857930772048077,NaN,NaN,NaN,NaN,60,
