,Well,Fluor,Target,Content,Sample,Biological Set Name,Cq,Cq Mean,Cq Std. Dev,Starting Quantity (SQ),Log Starting Quantity,SQ Mean,SQ Std. Dev,Set Point,Well Note
,A01,SYBR,Cg_GAPDH_205_F-355_R (SR IDs: 1172/3),Unkn-01,12,,26.1496917640201,26.0700137063582,0.0699054694474369,NaN,NaN,NaN,NaN,60,
,A02,SYBR,Cg_GAPDH_205_F-355_R (SR IDs: 1172/3),Unkn-01,12,,26.0413697659186,26.0700137063582,0.0699054694474369,NaN,NaN,NaN,NaN,60,
,A03,SYBR,Cg_GAPDH_205_F-355_R (SR IDs: 1172/3),Unkn-01,12,,26.018979589136,26.0700137063582,0.0699054694474369,NaN,NaN,NaN,NaN,60,
,A04,SYBR,Cg_GAPDH_205_F-355_R (SR IDs: 1172/3),Unkn-02,14,,NaN,0,0,NaN,NaN,0,0,60,
,A05,SYBR,Cg_GAPDH_205_F-355_R (SR IDs: 1172/3),Unkn-02,14,,NaN,0,0,NaN,NaN,0,0,60,
,A06,SYBR,Cg_GAPDH_205_F-355_R (SR IDs: 1172/3),Unkn-02,14,,39.2943845656756,39.2943845656756,0,NaN,NaN,NaN,0,60,
,A07,SYBR,Cg_GAPDH_205_F-355_R (SR IDs: 1172/3),Unkn-03,15,,21.1812745866844,21.1986776443946,0.029671731607286,NaN,NaN,NaN,NaN,60,
,A08,SYBR,Cg_GAPDH_205_F-355_R (SR IDs: 1172/3),Unkn-03,15,,21.1818201857243,21.1986776443946,0.029671731607286,NaN,NaN,NaN,NaN,60,
,A09,SYBR,Cg_GAPDH_205_F-355_R (SR IDs: 1172/3),Unkn-03,15,,21.2329381607752,21.1986776443946,0.029671731607286,NaN,NaN,NaN,NaN,60,
,A10,SYBR,Cg_GAPDH_205_F-355_R (SR IDs: 1172/3),Unkn-04,18,,20.4379322713248,20.5158075117633,0.0702025537654824,NaN,NaN,NaN,NaN,60,
,A11,SYBR,Cg_GAPDH_205_F-355_R (SR IDs: 1172/3),Unkn-04,18,,20.5352519600966,20.5158075117633,0.0702025537654824,NaN,NaN,NaN,NaN,60,
,A12,SYBR,Cg_GAPDH_205_F-355_R (SR IDs: 1172/3),Unkn-04,18,,20.5742383038686,20.5158075117633,0.0702025537654824,NaN,NaN,NaN,NaN,60,
,B01,SYBR,Cg_GAPDH_205_F-355_R (SR IDs: 1172/3),Unkn-05,19,,24.1399637602576,24.0844804860648,0.0901833243538716,NaN,NaN,NaN,NaN,60,
