,Well,Fluor,Target,Content,Sample,Biological Set Name,Cq,Cq Mean,Cq Std. Dev,Starting Quantity (SQ),Log Starting Quantity,SQ Mean,SQ Std. Dev,Set Point,Well Note
,A01,SYBR,citrate-synthase,Unkn-01,12,,27.8894850181171,27.7136047738143,0.185563758498775,NaN,NaN,NaN,NaN,60,
,A02,SYBR,citrate-synthase,Unkn-01,12,,27.7316529209015,27.7136047738143,0.185563758498775,NaN,NaN,NaN,NaN,60,
,A03,SYBR,citrate-synthase,Unkn-01,12,,27.5196763824244,27.7136047738143,0.185563758498775,NaN,NaN,NaN,NaN,60,
,A04,SYBR,citrate-synthase,Unkn-02,14,,NaN,0,0,NaN,NaN,0,0,60,
,A05,SYBR,citrate-synthase,Unkn-02,14,,38.2577446500594,38.2577446500594,0,NaN,NaN,NaN,0,60,
,A06,SYBR,citrate-synthase,Unkn-02,14,,NaN,0,0,NaN,NaN,0,0,60,
,A07,SYBR,citrate-synthase,Unkn-03,15,,23.1843687019463,23.263987475134,0.0914233321602737,NaN,NaN,NaN,NaN,60,
,A08,SYBR,citrate-synthase,Unkn-03,15,,23.2437646713601,23.263987475134,0.0914233321602737,NaN,NaN,NaN,NaN,60,
,A09,SYBR,citrate-synthase,Unkn-03,15,,23.3638290520956,23.263987475134,0.0914233321602737,NaN,NaN,NaN,NaN,60,
,A10,SYBR,citrate-synthase,Unkn-04,18,,21.8645061724281,21.9115952042134,0.0711785143337918,NaN,NaN,NaN,NaN,60,
,A11,SYBR,citrate-synthase,Unkn-04,18,,21.8768014974994,21.9115952042134,0.0711785143337918,NaN,NaN,NaN,NaN,60,
,A12,SYBR,citrate-synthase,Unkn-04,18,,21.9934779427128,21.9115952042134,0.0711785143337918,NaN,NaN,NaN,NaN,60,
,B01,SYBR,citrate-synthase,Unkn-05,19,,25.2154933389415,25.1957404405625,0.0459764563449124,NaN,NaN,NaN,NaN,60,
,B02,SYBR,citrate-synthase,Unkn-05,19,,25.2285395322865,25.1957404405625,0.0459764563449124,NaN,NaN,NaN,NaN,60,
,B03,SYBR,citrate-synthase,Unkn-05,19,,25.1431884504595,25.1957404405625,0.0459764563449124,NaN,NaN,NaN,NaN,60,
,B04,SYBR,citrate-synthase,Unkn-06,24,,26.5317567423857,26.5044015812467,0.0319487777218992,NaN,NaN,NaN,NaN,60,
,B05,SYBR,citrate-synthase,Unkn-06,24,,26.4692881482981,26.5044015812467,0.0319487777218992,NaN,NaN,NaN,NaN,60,
,B06,SYBR,citrate-synthase,Unkn-06,24,,26.5121598530562,26.5044015812467,0.0319487777218992,NaN,NaN,NaN,NaN,60,
,B07,SYBR,citrate-synthase,Unkn-07,25,,31.9421366791809,31.8229825879869,0.126328879321693,NaN,NaN,NaN,NaN,60,
,B08,SYBR,citrate-synthase,Unkn-07,25,,31.6905309057564,31.8229825879869,0.126328879321693,NaN,NaN,NaN,NaN,60,
,B09,SYBR,citrate-synthase,Unkn-07,25,,31.8362801790233,31.8229825879869,0.126328879321693,NaN,NaN,NaN,NaN,60,
,B10,SYBR,citrate-synthase,Unkn-08,29,,NaN,0,0,NaN,NaN,0,0,60,
,B11,SYBR,citrate-synthase,Unkn-08,29,,39.2220573086835,39.2220573086835,0,NaN,NaN,NaN,0,60,
,B12,SYBR,citrate-synthase,Unkn-08,29,,NaN,0,0,NaN,NaN,0,0,60,
,C01,SYBR,citrate-synthase,Unkn-09,39,,24.3836190688866,24.2776112431557,0.0973960293050956,NaN,NaN,NaN,NaN,60,
,C02,SYBR,citrate-synthase,Unkn-09,39,,24.2571302789151,24.2776112431557,0.0973960293050956,NaN,NaN,NaN,NaN,60,
,C03,SYBR,citrate-synthase,Unkn-09,39,,24.1920843816654,24.2776112431557,0.0973960293050956,NaN,NaN,NaN,NaN,60,
,C04,SYBR,citrate-synthase,Unkn-10,40,,28.7979310808676,28.721137215427,0.0797806983780274,NaN,NaN,NaN,NaN,60,
,C05,SYBR,citrate-synthase,Unkn-10,40,,28.6386723067298,28.721137215427,0.0797806983780274,NaN,NaN,NaN,NaN,60,
,C06,SYBR,citrate-synthase,Unkn-10,40,,28.7268082586836,28.721137215427,0.0797806983780274,NaN,NaN,NaN,NaN,60,
,C07,SYBR,citrate-synthase,Unkn-11,43,,25.8439320912624,25.8264293789493,0.0166690652003329,NaN,NaN,NaN,NaN,60,
,C08,SYBR,citrate-synthase,Unkn-11,43,,25.8107426763042,25.8264293789493,0.0166690652003329,NaN,NaN,NaN,NaN,60,
,C09,SYBR,citrate-synthase,Unkn-11,43,,25.8246133692814,25.8264293789493,0.0166690652003329,NaN,NaN,NaN,NaN,60,
,C10,SYBR,citrate-synthase,Unkn-12,49,,23.4462183678434,23.5297813798684,0.0744528422892246,NaN,NaN,NaN,NaN,60,
,C11,SYBR,citrate-synthase,Unkn-12,49,,23.5540659435498,23.5297813798684,0.0744528422892246,NaN,NaN,NaN,NaN,60,
,C12,SYBR,citrate-synthase,Unkn-12,49,,23.5890598282119,23.5297813798684,0.0744528422892246,NaN,NaN,NaN,NaN,60,
,D01,SYBR,citrate-synthase,Unkn-13,53,,24.2379522816324,24.1264387600579,0.116867736880474,NaN,NaN,NaN,NaN,60,
,D02,SYBR,citrate-synthase,Unkn-13,53,,24.1364970340508,24.1264387600579,0.116867736880474,NaN,NaN,NaN,NaN,60,
,D03,SYBR,citrate-synthase,Unkn-13,53,,24.0048669644905,24.1264387600579,0.116867736880474,NaN,NaN,NaN,NaN,60,
,D04,SYBR,citrate-synthase,Unkn-14,59,,25.5662614055023,25.4475570340144,0.103641758069549,NaN,NaN,NaN,NaN,60,
,D05,SYBR,citrate-synthase,Unkn-14,59,,25.37503032141,25.4475570340144,0.103641758069549,NaN,NaN,NaN,NaN,60,
,D06,SYBR,citrate-synthase,Unkn-14,59,,25.4013793751309,25.4475570340144,0.103641758069549,NaN,NaN,NaN,NaN,60,
,D07,SYBR,citrate-synthase,Unkn-15,60,,25.3804756994727,25.3828359940954,0.087254037008533,NaN,NaN,NaN,NaN,60,
,D08,SYBR,citrate-synthase,Unkn-15,60,,25.2967860506625,25.3828359940954,0.087254037008533,NaN,NaN,NaN,NaN,60,
,D09,SYBR,citrate-synthase,Unkn-15,60,,25.4712462321511,25.3828359940954,0.087254037008533,NaN,NaN,NaN,NaN,60,
,D10,SYBR,citrate-synthase,Unkn-16,62,,26.4992113495078,26.5496860194363,0.0605957764643322,NaN,NaN,NaN,NaN,60,
