,Cycle,A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,A11,A12,B1,B2,B3,B4,B5,B6,B7,B8,B9,B10,B11,B12,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,D1,D2,D3,D4,D5,D6,D7,D8,D9,D10,D11,D12,E1,E2,E3,E4,E5,E6,E7,E8,E9,E10,E11,E12,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,G1,G2,G3,G4,G5,G6
,1,-190.642745055105,-118.999256102162,-73.099871480083,-79.8063138716807,-38.973010117566,-22.4427985338066,-117.309851369012,5.52366728397647,14.7803609079838,-200.598505430805,-21.2591153485491,-139.938798994004,-77.8046706759628,-31.9589589208758,-36.1964705198889,-65.6863889806727,-25.5573741811522,-11.2671709356364,-20.8631970768938,-1.38856192603225,-52.8647760290382,-62.720857777339,-114.490559021822,-81.2932790919999,9.03128924744487,-40.1009702192091,-30.1562820452687,-10.7488924016452,-26.2595463567377,-39.3289759657287,-20.6897167623083,-54.0760802561317,2.81139688712528,-29.9986326104108,-9.60830482947722,-38.6321529768725,7.73243835957101,-53.1889181762745,0.447574724333208,-100.233581838744,-38.0286023899816,-68.9541117737308,-86.8868293760374,-76.7381746763704,-55.996603358295,4.74128872557458,-23.8723045162442,-38.8658344994678,2.44049325533115,-28.1813244670361,-38.5122702072254,1.36537317236161,-46.9118827788989,-53.2767752727896,-34.5215009219974,-61.2990543867818,-44.6760011064544,7.65506104660699,-15.4561139612256,-63.9300193066342,-131.293752278201,-8.47160556430663,-40.8840858656149,-47.8831376558355,-62.9431358589936,-57.6538810083066,-53.1208036975272,-27.6196427749564,-56.0615654008466,4.92218663007407,-53.1774195843791,-16.9477178658644,14.0081802101367,4.8470361794557,-41.7569232318665,-87.842836512843,-86.8557591803278,-57.4901859223064
,2,25.1155176508178,10.9463120079336,-50.4544841556212,-58.9702379359164,-7.61036431204684,-11.315505916742,10.2317818988658,15.611551765388,31.8235893180436,-176.051743236472,8.6310453025535,9.13947340666073,11.7511772013872,-15.3402541067971,-4.01618834177816,12.67028219534,-8.45890456601865,7.9256777161163,3.00915448640171,22.735994481151,-27.1748910389351,-37.9517025221717,-86.1068377751576,-44.635484101007,21.0334920548012,11.6905689087557,12.1395742713917,11.1457888684408,-6.23072882197721,-2.11563729155159,22.8017354827875,24.1966226170739,23.3082829249061,13.9954251920881,25.5449055003751,-16.9131867510632,24.3221128529717,-13.840762942873,16.2058052734837,7.16029721080577,9.58624122652145,5.46190428851151,11.5617196857129,-11.3041787732013,-38.1738751869202,16.4632167604323,6.6744192139704,-10.9659699373069,22.0614431652657,-1.91774623034871,17.6049876483758,19.1837236027077,-31.7404383213807,15.6976791512125,6.67882828083202,16.388194624175,17.6162671924408,26.0390530272193,26.8508617654638,21.5135964954179,33.8571809975538,2.57812445073796,-28.9566841083242,21.287808637655,19.783840701647,25.8616381023321,11.5195204124047,-6.00652053686053,13.0029341640479,35.7646085399556,12.2022831428412,6.22149488525383,28.3495423917602,8.84123698345229,-23.5432285172806,-5.07821311774842,-5.87403362303121,-38.5274687792516
,3,27.4355862048837,10.6661793792755,-49.7550688543879,-15.1321367435421,-3.08271872376918,-1.94335747285049,10.1103727986574,15.3048129723961,28.6687156534563,21.2758938234156,14.5673961666253,12.966690559997,8.89515043173242,-0.621305045848658,9.39994248522908,15.7052847538134,19.2356875736814,17.0718780757788,15.4748490989059,23.7783758439377,17.9748834390884,-11.2284290185344,-4.70805448403689,-31.3519914098624,15.0272139065778,13.2049221361181,16.1736625976696,16.3761127323187,16.6514635408475,16.7426157874738,25.2669915506385,24.0198181223573,26.9945104128105,20.8556095614194,26.3791338624942,-1.38131631914166,17.732511829744,23.4121559776031,16.5258411041241,9.33127161309767,15.4738457084204,13.5228901975515,19.6568602450643,21.5594784482914,23.9977587859275,23.1078326703041,13.769801643497,14.7597667156692,21.7961767159413,25.1905097417975,19.5100545184196,23.1961111920427,29.4901939907959,37.2422405464549,24.6809691670369,22.6713400839362,24.940935715787,23.2392665354232,31.2726979443573,24.3448702183946,27.3813335905625,23.379554559463,27.9822883660026,30.8587429906229,29.1032135293826,31.7354704882446,12.793477475253,11.2749119364153,16.5726848874065,32.969938523036,16.313014861058,19.9940771736374,23.6716851089977,22.95193274537,19.1979866205784,2.31926080543235,-6.32779012691844,5.27819018730042
,4,20.2322887637192,8.85280296144174,-49.7339321507325,7.96547639697246,-0.571577457711555,-2.77385665530892,12.6083819877595,11.3715572400233,22.4510547629889,16.9132990241442,11.0497093971589,15.6252390496302,10.3034750913748,13.8857533668265,11.0422847164468,14.3699417985786,17.6847211020013,15.8333101967019,12.6451898424066,21.4833680209463,17.1013553116886,-2.4870701901682,1.46829488992535,-27.2878315448561,19.4927276420422,9.38958211732916,7.46571326053299,14.3686501818465,12.2505419622648,16.7524026357837,20.7624136442419,19.1323011299155,25.6287164420319,18.5556256928267,18.0862791044915,17.6068813206352,14.0341596713733,16.3680417995847,15.0111294857797,13.4530317124418,13.8445203693018,9.21209402354907,14.9453738176262,16.6535571352342,19.7021157128443,23.187078386522,11.5936087701261,16.3314251091037,11.4566383353012,19.5774925728992,16.6414254689284,18.0102758686799,19.4228639093799,26.5526808774712,20.0539174614496,18.8968482004784,16.8494617334795,20.9650525273119,18.4748019957788,18.6757659028199,22.5658980806015,27.4051261268523,23.7998571426983,17.2595249305496,20.2666737981926,23.6024881337498,16.6551907546254,12.1500823024862,20.8247114007618,21.7822682554493,14.4233858242842,12.1712228580527,16.3097249656303,12.628497208158,14.9987546139223,-0.903252410294044,0.114869354189068,3.11089589750463
,5,18.7074925302441,13.2566791879258,38.2424591488493,12.1671166263022,-1.10594469267608,4.76436557490297,11.4931186796985,9.88371723698401,22.8803278328287,19.7711694480186,15.4739016321073,16.3960986438551,10.9831982931523,14.2588626428901,9.32017362660008,13.2265512087874,14.5098944485799,11.7423553533081,11.2120486017166,19.7751867224979,20.9286022411934,1.0694189416904,3.84965284718965,0.932885722322226,12.8744172579623,12.3974828286018,9.33405444894379,14.3458712133151,17.5136409099696,13.9297029143413,16.5329399104485,16.0361546997265,17.0272439324167,11.2540222479593,12.8379483924318,17.1804328618678,6.65687097847967,11.4511842734773,11.9949188052415,11.4233520897405,10.0417016408428,14.169564339365,14.4476800835355,10.9806201748115,10.6829651665912,17.90514489099,11.8600788691756,19.1322713633008,10.6217188026685,12.2413310587835,14.1039828029711,20.7308287158612,15.3763200293961,17.2609319470221,20.2125150459196,18.9093262992465,17.2601173130897,15.5170794899527,14.7331606161679,13.2767447809315,14.9830935722016,14.4152047185207,14.195707487454,7.31890340189966,13.9346743960396,18.9639667209713,9.84123892590469,12.903782929513,12.1982425915476,21.4418016493873,11.5210994515078,11.1913934157424,10.3442085070824,11.0161437368834,11.1479730166757,-0.158346535310557,-6.38293997778601,-3.11508509646774
,6,11.3990134358355,5.48823427258094,34.3795900916621,9.74404340711817,0.0652312980673742,-1.14064335678222,10.4217717792953,6.74485372393792,9.84676365930864,13.7367895483239,5.00323530940386,9.32655118406456,7.44858881938671,11.6408697028623,9.9121303637362,7.86993104894646,10.9214111378706,8.24922487011736,11.3136402256814,14.6735629423247,13.0681638656179,2.3331008864684,0.166576454602819,1.25549416082276,6.73135886259342,7.55514058772678,9.11780997744154,6.0418846401617,12.8624394130884,11.1456082932887,10.5240560058646,11.6257730963875,12.926010683263,8.70828733442067,7.18496369857394,19.173824075885,-1.65170899827126,6.36218989969257,7.25176929694408,8.76199485947745,6.57490636748935,3.73035514294406,9.45943341820021,11.8917657152242,13.5334993545407,12.1439226618254,6.14685655488529,12.7894462064373,4.98187569960464,14.5590452723468,12.7241341485055,9.19704507976348,7.49304931277402,13.699163213455,11.6788327463246,9.58324389809695,10.3306130468782,9.68500631817778,5.69277959636065,8.46563727728244,15.1212479411915,17.0723961792746,11.2242024251818,4.86078073399131,5.30034177766538,13.1727584645678,12.1713700541504,11.8099916760775,6.12308255161224,14.6134335352749,8.91297506753426,7.62292964431072,7.82512227793495,6.50517728657132,8.9075980519624,2.59412632124986,-2.69565990639421,-1.35567726576573
,7,1.73210589161954,5.57487673770584,32.5365648500765,11.3387236511489,1.19438253409817,1.99684549648146,3.13906125204176,3.60220794789348,1.01410492790274,11.215107404546,3.45687355227983,6.16425178502777,10.9563772804013,7.54075586677072,5.41267954987552,8.89330078259627,5.03720965087086,8.6676647042359,10.5341794212209,6.8779102385688,8.96157793036537,3.04882501941938,3.91425211151227,4.74381149950614,4.08064846731531,3.08410703564914,3.89205903934362,7.63291603532707,6.2988917353141,8.53772300622131,0.860530614723302,8.31334797781847,3.00032366784171,1.92855606380363,2.86837056687,8.52493420076507,-7.89219820937069,-0.200510423662308,3.00428062964966,3.60728136638681,4.46146751615925,4.03025529518891,9.29773503523847,8.0275261283814,3.95786808586308,10.1099221795953,2.1316995084012,12.2182324946357,9.77357138582465,1.74170282284376,7.04106080480551,3.85355264294776,1.24639130191008,3.82216474865436,9.84540094508338,8.96934288795956,7.86961582446929,3.98882139368425,3.89397000670942,0.88903643688036,3.80271654178796,4.50953222149201,6.36940111359218,-3.57417096873905,1.68040488334009,3.21210353444076,3.11196776880479,5.69991867567569,3.10753061527521,2.0499605416635,4.17550490946405,-1.27108065476114,-0.422518296576527,4.05824475718237,2.52923671445706,-1.39034431497657,-0.978273726414045,-0.0579786218722802
,8,2.95085387666768,3.31150285296326,27.028992358154,9.68149821653742,2.39130833923082,5.82271684470561,-5.42586073610255,-2.29705458250737,-5.57719070176881,2.1844188194209,7.28994272323416,3.67734696268235,2.18205554753649,3.45222279400787,6.8028142605317,7.6745842833202,7.85553432063443,3.65259074538426,8.58966649075865,5.48292465873647,8.39895889233503,4.15382723429639,4.49922194768305,2.23252590704942,-3.07309289991326,-0.016498939831763,1.18487665074326,1.56782509971708,3.32861243874868,4.50790533443978,-2.73705637176408,0.26129517135405,2.78102609255529,3.73993246411465,-1.9516610337414,1.78711370255132,-8.62122126584245,-1.96918551306135,-1.49913717643449,3.42727301216019,4.32346798078925,2.58670526220703,2.92673444722277,0.639627672350798,3.0030630666065,5.54250155559794,5.7145922842401,6.43729354025027,4.88162560452383,4.44703641181059,7.04340631634659,-8.28543397673457,-6.28584298414717,-7.73353057602435,1.94830535496112,1.82578748558535,6.23238586629259,-8.57158771426839,-5.4695330169493,-5.87724226127057,-4.76516183542708,-0.847363268182562,-2.22784279843791,-7.29478188804114,-6.38366426968423,-5.23801083835497,-1.09860949425729,-1.46949280118588,2.67593268846849,-0.3964363216528,-3.186253116643,-6.8924532461665,-1.02962140385443,-2.17025742724809,-2.94864168731829,-2.86498714655409,-0.171937899609475,-0.406232694048413
,9,2.55814469139386,-1.17639263230467,18.8029627468709,4.39186857542745,3.3370707950221,0.969530420190495,-3.37832218031872,-11.5672528723862,-10.1805628337179,-5.84075482756634,0.770324959658865,-9.75192176168184,2.164602395153,-0.392925545938851,2.00053720123879,3.87446354633403,2.60879125695919,1.478337106445,5.58665462898898,6.56370656207582,3.72705972407857,-0.736833329001001,4.82855657068376,5.86665204928522,-5.7877208649993,-1.08203976123968,-2.17951324183014,1.3251736264001,-1.80691376518735,-0.0715916578492397,-7.67814963378578,-3.36780657727286,-9.63679189596905,-3.70924004595145,-5.50860777953949,-0.376116887362514,21.3416077279635,-4.02135341520079,-2.52810785885777,-2.72625524603973,-2.91652512587279,-0.922683089086604,-2.28710191288701,-5.46664858746954,0.802881564287873,-1.71096539007431,-2.12984914283106,-6.01404779967879,4.90181531830967,-1.43400570233189,-1.75615654643661,-7.94185165331419,-10.2397277436339,-13.0303227088289,-3.1962578790226,-2.3687102191243,0.856920188660297,-9.59961830034308,-9.45951402397304,-11.1884391559083,-8.43709570591045,-7.62371108811385,-8.6661283198232,-15.3140714861956,-9.85683868950946,-13.3332753678669,-1.03010790596454,-0.779570811025224,-5.02197024571342,-13.1456118547899,-7.42053330000635,-7.49446942812438,-8.03027581496463,2.11940040264335,-2.04617656071241,-0.627439192141537,-5.16945961984402,-3.36535417336381
,10,-3.90334544264761,-3.92870337573959,21.5413247766123,5.21932854068655,2.38170983446707,5.30703092820295,-12.3164838264929,-10.0795748913442,-16.536904879039,-5.64669515600599,0.725889553788875,-8.10471787253391,-9.01679074632148,-2.67723458946921,-3.54204360719268,1.00410933343346,-0.314664764877307,-0.473052381464186,2.22550639991005,-0.527647093021187,1.86077787384284,2.9749438975482,1.76880103012672,3.37157392353583,-9.09579603492466,-7.98564567491758,-3.59097090418391,0.119004205447709,-3.38504373175056,-4.6571428911152,-8.41047718767277,-4.60115049561318,-13.8143542458492,-9.63789395602635,-11.7185732258536,-10.6279056242656,15.0707952267908,-7.83333574751305,-5.2905839948362,-5.05985345528461,-6.73762366079427,-1.04302415621623,-2.55397028664447,-9.70771952844188,-10.5566633902999,-7.69060092541531,-1.07275612682497,-1.76608700490533,0.0656562463645969,-6.12880396550418,3.01052186289962,-12.5324180748839,-14.2200534370268,-24.4430001264273,-0.503220357871214,-4.91498033110065,-2.18244424208388,-10.172720356913,-16.5644117811416,-13.3472872570478,-12.4465468498411,-12.1976006697696,-13.0013102732146,-15.9270565112874,-14.6337505332604,-19.4586823892287,-3.98827332830933,-6.2993768641054,-5.40338756601068,-13.3712713516074,-10.7645085682984,-8.01967426672172,-10.4431381579748,-5.41686911571378,-5.60908980953991,0.28222698623722,1.66057116784123,-0.365151754841463
