,Cycle,A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,A11,A12,B1,B2,B3,B4,B5,B6,B7,B8,B9,B10,B11,B12,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,D1,D2,D3,D4,D5,D6,D7,D8,D9,D10,D11,D12
,1,23.8165479498889,-4.68812305297615,-24.2153308427401,-11.2136968604018,-33.9444474797938,-58.4818701801569,-53.4967985013641,-36.5451385909155,-61.7362870079887,-20.4075317935717,-31.4449450686557,1.96727593808919,-39.7630069468782,-15.4416944371806,-27.2872741836359,-25.8771295487686,-11.7159804294524,-48.6733209219897,-7.93881457498492,-4.98359689925974,-14.5251776718978,-4.9123930624919,-5.46699703038348,-5.6915963167894,-28.154046816232,-34.8871606685866,-0.675402111693529,-5.91732465422274,-1.72825379603455,-38.2775265830705,-45.66233435512,-14.8998357633777,-26.9434125345633,-7.12495520739139,-14.5118481305908,5.14047647911957,10.1233014292088,-21.9068967509056,-11.5827921206687,-15.3618822345734,-1.5066828888248,-29.8719045162075,-22.2876886934287,4.54292464004311,-21.5702203203914,-31.1406406571914,-47.7435174842904,-27.6052923303077
,2,23.1707278129029,21.2388336752497,-14.3824831508859,2.07186582517761,8.56811915820208,-10.1205199757856,3.3287860232972,8.9810325112926,-13.714983358836,5.9788189916635,-20.990863847544,9.1336805352903,12.0972111341839,-4.17999848433647,14.5396920556532,12.0965697502306,3.00756294653729,-3.42946721303133,4.63650622642399,5.74113860605939,5.93878185097674,9.37633933216875,12.7495913580942,14.4105462147463,-22.2128152606797,12.5154697529647,4.81344388760181,4.85989096941421,10.0246451553548,-28.4717865547264,-2.8781280040198,-3.2680495997065,-15.2863888324255,8.73768630250743,-6.82997178937967,10.9133875640255,16.4692018244982,-15.7508017029481,-8.84320805273774,4.24379849650859,7.00697111721729,6.19640351570797,-12.9801388162005,11.6550437150622,3.92622627310948,2.20630554305353,5.51580599843237,-16.0880704005781
,3,18.900623594322,15.7260575519472,16.6186390503008,10.8529356210274,8.51040689345382,8.61355330240258,7.14066709288272,6.49689609796542,8.09366506406832,6.34018031769074,1.29076676987734,12.7041914184497,10.0488916630306,15.3076332281998,11.2478846140057,5.54231818224707,-1.09856837384768,5.72084750365093,8.28652465454479,12.4179254907131,3.81806773503058,9.37079273853442,11.9015443218977,9.27406995821138,14.5417363119077,8.08676077703376,12.6173125393179,6.91369430864734,9.8070601129516,6.69396559066854,6.66489497641442,-2.85500839125007,3.9146106599087,10.3205213448787,-8.47410998485066,15.3751314954302,12.5026782411533,11.2704898109378,6.84137277082164,3.84133206678098,6.83634942671597,4.97534997798175,10.7025453182455,15.5083828958718,10.35878383829,3.57593241096811,4.6169908947295,-4.76436497047507
,4,13.9350401142697,15.102261842811,15.9309122140794,10.0825744835893,10.6227851066651,7.56035862592989,3.98881042106905,7.5114149330243,8.06818490628848,2.74659228370911,14.1919831472192,1.79310139922791,7.06953501892804,13.4195436175237,11.3345218960067,6.90077580427169,5.02388617072893,2.10332846017991,10.2225827925977,10.8352440170056,5.10148321570887,10.2075973565306,12.4771858607505,8.23717390633965,14.297177873797,13.7761106033709,8.85979761553472,8.73199991808588,7.08343823947143,9.4075303157706,5.43623339989608,9.6468050160006,1.23921396916558,7.77972047102912,-12.2984572285968,8.91866054019647,9.48356494275095,10.7017249974756,3.49980442162087,6.56621029108146,7.22110495080778,9.18413249106879,12.0371329111072,17.6563024681782,10.289409564894,4.41903286631123,5.9927224614089,-0.905119433387426
,5,14.3376650762602,12.5934914657128,8.10091312415898,14.9290337484331,12.780910718348,12.7691668538891,2.17105650602753,7.38925383025617,8.44346158246617,7.20247117747113,8.16689912106631,7.8402446373002,11.5203884964035,12.4973967940609,13.3462745024558,8.35652094950319,11.8217240767176,4.69512585749862,10.2337490116065,7.39292802132422,9.78294972385538,7.17496695362797,14.9901584597283,10.1632620705077,12.8242993656213,10.5237673873171,12.8217202920027,10.9125009346394,12.4214390793586,13.521504202311,6.00024101741155,11.4863734894484,7.15155201593097,11.9199787144348,20.3460813099991,6.59487978191873,12.0817356634166,7.39421081386672,9.67864867666822,10.1778236732912,7.032862988744,5.24011978432281,12.3145976015426,15.4626827479474,8.12519131278032,6.78127148381918,4.36597532149426,2.39799496112664
,6,11.8244546687692,10.2302451591904,8.28803488775293,9.97568901551767,9.48755464909664,12.6704977118302,9.01405297522297,8.64654133694739,4.02426788525145,7.55888153895421,10.5524823146416,5.74212039225267,8.04889140685736,10.6695330106295,10.1691053629538,9.95874004284678,10.8545096486109,5.86714076152475,5.7761126130199,6.25058320364633,9.37945002821107,8.23019326407484,8.7788802549203,8.77994197807539,6.47937289477113,10.8334611875935,3.10705336435603,11.3323530330567,8.02327409639656,9.73924483389283,5.00248797273616,7.36132103084037,4.83938136631423,9.91175565963658,16.0300018296743,8.31979452515907,11.6453691401789,10.4603117288748,10.4981756702318,6.0523722261496,10.8277405372237,10.2849025854221,10.7922810080418,10.6801888939531,10.5731822507346,-0.0397241677765123,-1.37188509692533,6.3581114081062
,7,7.76440586164699,7.64722260731651,1.84255927626691,9.32200349720506,11.8350301960654,6.28264402527111,9.01541752893854,1.44637611415192,8.22733670340995,6.29089354979124,5.07018529678317,1.51901889179635,6.88139490848107,7.32246450414505,5.36718512599737,5.56051639915177,2.24369074982769,3.52173641820991,8.51073039772064,2.89094805094464,9.49323469061028,8.26391524112842,8.60267693345168,7.76953377169093,5.28809351931159,3.68476962626346,5.35245392309071,2.67781672880437,3.41816381995159,9.56050492370741,2.6164486704397,4.4766487346642,8.07525443691247,6.58035533155544,17.4469271614234,8.96987301007857,4.74878401354954,3.46524000180398,0.942582035399482,6.04324197217511,7.83261019802285,5.37216978868628,8.78853392023257,7.87361213579698,12.4865384878553,-0.234971442953338,3.19540149472823,-2.22597252218748
,8,3.30493271598789,6.10987544778118,6.88867555532761,6.23195255797373,6.8052919820243,9.72967863782151,3.67567108728326,6.05301299720304,1.83475171783812,1.83619883872825,4.6418030680943,0.811976722684904,8.66360875679084,4.57273082306301,5.91976211742076,4.37460429244857,10.3666730627579,5.41474942949299,7.62498084932986,4.79540054454264,3.26711143050397,7.68761243679,8.39400182747295,3.11178049334148,1.58123508399058,4.58366952784718,8.42064212134483,5.90855119384469,10.2922036624791,1.12579027310949,8.09430559277462,4.84321414971555,4.23736236958484,3.47985366891953,13.0110758858282,1.49562453020235,2.02431338273209,6.55512571781082,7.81647850290847,7.00064364417358,7.72274142374954,2.84647357977065,4.95250833408863,5.80907391929486,4.4212460716426,4.21539175511407,5.5358721583807,-0.671432824980002
,9,0.15142362576762,-3.6474062011639,-1.43571186760437,-0.753356947361681,6.52498990786398,0.595668755080624,2.74418667076634,3.58159995800588,-1.55754447409663,1.54042372978347,-2.31192896889661,-3.13415794647199,-2.14901346745501,-5.64698674518104,-0.433501563312348,-2.66460813047524,2.97614640213396,2.30713762169535,-3.60967695773297,1.44702120213105,0.515383265830224,-1.39591344500104,3.48643878069061,2.2982488970456,-0.201369555127258,-0.632841136418847,-2.94617097709397,-0.236619051203888,0.600662740569078,-3.61217554554196,-2.03236822188592,-3.04794942492208,2.80982846451934,-2.37465172769998,10.0395914684468,2.8428009424747,-2.65191962978042,-3.04288180181447,0.336976142946241,-0.168322230887043,-3.53647077307642,2.68985165304184,5.96975279312301,-1.04584783461632,4.04802526311141,-1.43202507335036,-2.82581435475367,-1.60732134217142
,10,-2.8728688298288,-0.72747248380665,1.91857840707689,0.245595151157886,0.801433153478229,5.88543568031264,-0.556284706010501,-1.01831780035855,5.14031186742841,0.584067359929122,-0.621721689109108,4.31960586589867,1.96239117268578,-3.6769071895892,1.93480737927712,-0.180826213037562,1.59057579784394,5.0184114628405,1.08101668788868,-0.704110721700545,2.50495644966486,3.52329092544096,-1.59232180243998,1.40215350858807,-4.6679554968905,3.25202727751957,5.03839079066984,1.8659603761248,-2.20506965714685,0.358565755658219,2.9098819675778,2.59142922371984,-0.23701891621613,-4.55196197027135,8.19548684431902,-3.18454841018911,-3.90092421130339,-4.88926912227907,3.71887661276241,0.397653958909814,2.23044051520719,2.51928978102114,0.363058078891754,-1.29259116005369,0.991686568588648,5.59644407303995,2.2504117641347,0.973814867073997
