tank,date,time,temp.C,pH.nbs,sal.psu,initials,notes
left,5/6/24,13:40,15.8,8.14,29.84,ash,Orion Star A325; calibrated pH with nbs and conductivity with standards today; pH slope =100.9%; avg cell cal conducitivity = 0.487
